epoch,w2c_minus_c2w_zero_pp,w2c_minus_c2w_rand_pp,net_delta_acc_zero_pp,net_delta_acc_rand_pp,mid_delta_acc_zero_pp,mid_delta_acc_rand_pp,mid_coverage_zero_pct,mid_coverage_rand_pct,cos_mean_mid,dmargin_mean_mid,have_influence,have_margins,have_geometry
10,0.1974999999999999,0.18589999999999995,0.1974,0.1859,6.910209692576615,6.961532748528635,3.942443623378627,3.942443623378627,-0.005493184662507818,-0.22781794974100741,1,1,1
20,-0.013400000000000079,-0.1795,-0.0134,-0.1795,5.947828022371365,5.45263593437733,4.239152700539425,4.239152700539425,-0.004941813392990306,-0.30874582859060407,1,1,1
30,0.38739999999999997,0.03200000000000003,0.3874,0.0321,5.734612303183362,5.068135939887132,8.11110183829387,8.11110183829387,-0.006687895979484302,-1.000823259899292,1,1,1
40,0.029899999999999594,-0.7521,0.0299,-0.7521,4.568263353878769,3.6534878955323493,12.883483679420163,12.883483679420163,-0.0070486611033684044,-1.33378407007204,1,1,1
50,-0.7409999999999997,-1.6417000000000002,-0.741,-1.6417,3.3721201480411627,2.8506798970933387,17.509818648984247,17.509818648984247,-0.008089812330745624,-1.7967047161039902,1,1,1
80,-3.7517,-4.3972999999999995,-3.7517,-4.3973,1.3930646267617408,1.2157345871615948,29.87151668727761,29.87151668727761,-0.010422563564478817,-2.6715596848624155,1,1,1
100,-4.1803,-4.6188,-4.1803,-4.6189,1.2332993516232142,1.1535616185181257,33.387705761707146,33.387705761707146,-0.01179414158246353,-3.163944350047719,1,1,1
150,-6.745100000000001,-6.8741,-6.7452,-6.8741,0.45588662024210025,0.44177879098267947,34.93624516654401,34.93624516654401,-0.01396569189132453,-3.9832381379091935,1,1,1
200,-9.5601,-9.6069,-9.5602,-9.6068,-0.2569519959750678,-0.27133124856751545,33.929343661565774,33.929343661565774,-0.015840302110294323,-4.661220606042989,1,1,1
