epoch,ent_mean,ent_p90,peaked_frac,low_gate_frac_lowbin,high_gate_frac_mid,gate_mean_mid,gate_p50_mid
10,0.908734,0.975772,0.998445,0.956668,0.0,0.13504,0.12480933333333333
20,0.823831,0.977124,0.798358,0.837141,0.012016666666666667,0.155019,0.128506
30,0.798352,0.977482,0.779490,0.585135,0.021767333333333333,0.18689266666666668,0.16124333333333332
40,0.780169,0.975555,0.765696,0.389280,0.012547666666666665,0.2049553333333333,0.18629566666666666
50,0.772537,0.975187,0.762316,0.313919,0.014594999999999999,0.22572266666666665,0.20691133333333334
80,0.754475,0.973016,0.754701,0.377124,0.005657333333333334,0.21775566666666668,0.20947633333333335
100,0.746471,0.971650,0.751432,0.541356,0.003498,0.19854366666666667,0.19223266666666664
150,0.731473,0.969402,0.743565,0.854268,0.0021366666666666665,0.15902233333333335,0.15495166666666668
200,0.726380,0.968696,0.738029,0.971528,0.0013543333333333333,0.12964566666666666,0.12594466666666668
