bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,21273,-0.000842,-0.013138,0.004158,-0.066650
0.02,0.05,851,-0.003035,-0.007328,0.011122,-0.201029
0.05,0.1,342,-0.007458,-0.025512,0.019101,-0.391463
0.1,0.2,326,-0.007666,-0.007175,0.034908,-0.475460
0.2,0.4,347,0.004217,-0.016057,0.035538,0.076006
0.4,1.01,9474,0.043007,-0.014230,0.094246,0.815534
